userId,itemId
1,1
1,2
1,4
1,6
1,8
1,11
1,12
1,13
1,17
1,19
1,21
1,23
1,24
1,27
1,28
1,28
1,30
1,31
1,33
1,34
1,35
1,36
1,39
1,40
1,42
2,46
2,50
2,52
2,54
2,60
2,62
2,64
2,67
2,69
2,70
2,70
2,73
2,75
2,76
2,80
2,82
2,83
2,86
2,87
2,88
2,89
2,91
2,92
2,97
2,99
2,100
2,101
2,103
2,104
2,105
2,108
2,112
2,113
2,115
2,116
2,117
2,119
2,122
2,123
2,125
2,126
2,129
2,132
2,133
2,135
2,138
2,139
2,142
2,146
2,147
2,148
2,151
2,152
2,154
2,155
2,156
2,158
3,167
3,168
3,169
3,171
3,173
3,176
3,177
3,179
3,180
3,181
3,183
3,187
3,188
3,192
3,193
3,194
3,195
3,197
3,199
3,202
3,203
3,205
3,207
3,208
3,209
3,210
3,211
3,212
3,214
3,218
3,219
3,132
3,220
3,221
3,222
3,223
3,224
3,226
3,227
3,228
3,230
3,231
3,157
3,232
3,233
3,234
3,235
4,244
4,1
4,246
4,248
4,249
4,250
4,251
4,252
4,256
4,257
4,259
4,260
4,39
4,263
4,264
4,267
4,268
5,271
5,272
5,273
5,275
5,276
5,277
5,278
5,279
5,280
5,238
5,281
5,282
5,283
5,284
5,286
5,287
5,288
5,289
5,290
5,291
5,294
5,295
5,295
5,297
5,298
5,301
5,304
5,305
5,308
5,309
5,311
5,312
5,313
5,314
5,315
6,318
6,339
6,340
6,341
6,342
6,342
6,344
6,345
6,345
6,346
6,347
6,348
6,350
6,351
6,352
6,357
6,360
6,361
6,362
6,363
6,364
7,373
7,374
7,375
7,237
7,376
7,377
7,378
7,379
7,380
7,382
7,383
7,387
7,388
7,390
7,391
7,392
7,393
8,394
8,395
8,250
8,253
8,396
8,260
8,398
8,304
8,399
9,416
9,236
9,417
9,419
9,420
9,421
9,415
9,422
9,423
10,425
10,426
10,428
10,429
10,430
10,431
10,434
10,287
10,299
10,299
10,352
10,306
10,438
11,439
11,440
11,275
11,442
11,318
11,443
11,445
11,446
11,447
11,449
11,450
11,454
11,456
11,11
11,458
11,459
11,403
11,460
11,461
11,462
11,463
11,464
11,465
11,466
11,408
11,467
11,293
11,468
11,31
11,31
11,469
11,262
11,471
12,326
12,274
12,275
12,475
12,477
12,482
12,342
12,287
12,488
12,489
12,490
12,491
12,493
12,352
12,496
12,438
12,438
12,309
12,499
12,314
12,242
12,264
13,502
13,473
13,503
13,416
13,504
13,394
13,2
13,508
13,510
13,334
13,334
13,512
13,246
13,514
13,515
13,428
13,428
13,336
13,440
13,517
13,275
13,277
13,520
13,521
13,442
13,522
13,476
13,278
13,525
13,526
13,526
13,249
13,527
13,528
13,529
13,531
13,443
13,532
13,534
13,5
13,536
13,536
13,328
13,252
13,252
13,253
13,339
13,538
13,540
13,254
13,282
13,541
13,543
13,283
13,482
13,544
13,456
13,420
13,547
13,11
13,458
13,284
13,403
13,403
13,186
13,553
13,554
13,485
13,485
13,461
13,556
13,557
13,558
13,559
13,560
13,285
13,463
13,434
13,286
13,561
13,16
13,562
13,564
13,388
13,287
13,288
13,565
13,566
13,20
13,569
13,571
13,572
13,289
13,576
13,489
13,290
13,290
13,330
13,409
13,578
13,404
13,291
13,490
13,581
13,346
13,347
13,583
13,293
13,584
13,295
13,296
13,585
13,391
13,586
13,493
13,587
13,260
13,348
13,588
13,590
13,321
13,592
13,593
13,594
13,595
13,398
13,596
13,598
13,599
13,600
13,30
13,601
13,602
13,298
13,603
13,605
13,606
13,607
13,608
13,609
13,32
13,351
13,351
13,612
13,352
13,613
13,614
13,615
13,494
13,494
13,616
13,392
13,302
13,304
13,39
13,39
13,618
13,618
13,619
13,619
13,620
13,305
13,497
13,307
13,307
13,307
13,622
13,424
13,356
13,623
13,624
13,624
13,625
13,240
13,263
13,357
13,626
13,410
13,632
13,308
13,498
13,633
13,309
13,310
13,499
13,634
13,635
13,636
13,241
13,637
13,406
13,324
13,360
13,361
13,242
13,639
13,640
13,265
13,641
13,316
13,642
13,643
13,362
13,268
13,269
13,645
13,325
13,363
13,646
13,647
14,412
14,395
14,474
14,524
14,650
14,527
14,4
14,420
14,420
14,432
14,16
14,566
14,404
14,580
14,583
14,423
14,398
14,599
14,303
15,236
15,655
15,373
15,1
15,509
15,511
15,3
15,429
15,272
15,412
15,336
15,375
15,237
15,526
15,529
15,448
15,545
15,11
15,659
15,659
15,653
15,566
15,571
15,573
15,409
15,404
15,292
15,467
15,293
15,391
15,660
15,588
15,591
15,31
15,612
15,613
15,616
15,302
15,39
15,619
15,661
15,622
15,399
15,322
15,424
15,623
15,624
15,263
15,662
15,633
15,241
15,359
15,360
15,361
15,639
15,264
15,362
15,663
16,245
16,416
16,326
16,504
16,505
16,505
16,664
16,664
16,656
16,656
16,439
16,666
16,336
16,248
16,237
16,522
16,249
16,250
16,531
16,443
16,668
16,329
16,670
16,482
16,11
16,16
16,570
16,408
16,573
16,489
16,671
16,398
16,31
16,300
16,672
16,240
16,663
17,664
17,439
17,336
17,395
17,673
17,674
17,676
17,677
17,651
17,533
17,678
17,252
17,542
17,11
17,684
17,685
17,660
18,394
18,1
18,508
18,514
18,693
18,651
18,443
18,536
18,253
18,255
18,255
18,255
18,255
18,283
18,456
18,456
18,694
18,547
18,11
18,284
18,403
18,403
18,696
18,697
18,290
18,698
18,404
18,467
18,293
18,584
18,294
18,587
18,321
18,321
18,423
18,299
18,352
18,352
18,494
18,494
18,496
18,497
18,699
18,661
18,306
18,399
18,354
18,354
18,354
18,356
18,624
18,323
18,357
18,630
18,308
18,662
18,309
18,311
18,361
18,361
18,639
18,640
18,269
19,444
19,703
19,76
19,705
19,707
19,256
19,709
19,399
19,716
19,717
20,244
20,236
20,373
20,1
20,515
20,412
20,719
20,237
20,720
20,649
20,524
20,721
20,249
20,722
20,529
20,328
20,11
20,432
20,461
20,341
20,388
20,697
20,671
20,348
20,297
20,601
20,494
20,699
20,626
20,632
20,634
20,725
20,267
20,364
21,373
21,439
21,529
21,252
21,253
21,456
21,14
21,559
21,690
21,258
21,351
21,352
21,262
21,392
21,724
21,39
21,372
22,728
22,728
22,518
22,519
22,558
22,286
22,730
22,731
22,488
22,293
22,296
22,301
22,307
22,354
22,263
22,639
23,733
23,734
23,736
23,448
23,739
23,742
23,310
23,746
23,747
24,665
24,336
24,395
24,249
24,4
24,759
24,592
24,355
24,323
24,360
25,336
25,544
25,284
25,483
25,388
25,288
25,259
25,300
25,352
26,2
26,2
26,3
26,729
26,376
26,253
26,762
26,547
26,463
26,300
26,616
26,627
26,630
26,265
27,440
27,337
27,558
27,349
27,603
27,496
27,626
27,400
27,242
27,641
27,364
28,317
28,665
28,509
28,440
28,328
28,288
28,408
28,404
28,295
29,656
29,336
29,327
29,319
29,320
29,253
29,765
29,549
29,549
29,422
29,323
29,766
29,662
30,333
30,336
30,274
30,237
30,529
30,580
30,292
30,262
30,304
30,634
31,373
31,440
31,419
31,767
31,768
31,432
31,550
31,571
31,294
31,398
31,30
31,771
31,301
31,661
31,424
31,424
31,625
31,308
31,662
31,361
31,640
32,527
32,4
32,285
32,575
32,345
32,292
32,348
32,604
32,605
32,351
33,504
33,507
33,271
33,271
33,246
33,772
33,773
33,518
33,524
33,774
33,477
33,775
33,651
33,280
33,532
33,320
33,253
33,329
33,339
33,776
33,281
33,340
33,283
33,765
33,484
33,777
33,485
33,558
33,341
33,287
33,695
33,343
33,487
33,697
33,489
33,671
33,404
33,587
33,593
33,781
33,297
33,601
33,300
33,608
33,610
33,771
33,351
33,352
33,353
33,496
33,303
33,304
33,39
33,354
33,356
33,323
33,766
33,632
33,309
33,637
33,242
33,316
33,782
33,362
33,268
33,269
33,364
34,416
34,474
34,521
34,649
34,721
34,526
34,249
34,650
34,478
34,279
34,253
34,329
34,482
34,652
34,432
34,397
34,423
35,784
35,333
35,505
35,772
35,440
35,247
35,475
35,525
35,542
35,545
35,403
35,659
35,785
35,330
35,587
35,588
35,611
35,494
35,304
35,661
35,622
35,399
35,626
35,241
35,361
35,266
35,268
35,269
35,325
35,363
36,245
36,236
36,336
36,440
36,702
36,530
36,340
36,300
36,788
36,263
36,413
36,269
36,270
37,333
37,429
37,518
37,448
37,542
37,482
37,545
37,284
37,553
37,777
37,557
37,290
37,404
37,603
37,495
37,303
37,39
38,527
38,280
38,557
38,404
38,723
38,301
38,353
38,790
38,312
38,315
38,242
38,264
39,412
39,430
39,286
39,487
39,346
39,258
39,353
39,437
39,792
39,360
39,243
40,511
40,793
40,794
40,794
40,527
40,787
40,767
40,456
40,456
40,796
40,585
40,323
40,637
41,502
41,425
41,664
41,373
41,246
41,395
41,440
41,237
41,448
41,253
41,540
41,255
41,283
41,11
41,562
41,695
41,288
41,653
41,785
41,570
41,408
41,697
41,292
41,492
41,294
41,258
41,31
41,300
41,672
41,351
41,352
41,352
41,616
41,437
41,354
41,308
41,311
42,502
42,504
42,655
42,507
42,666
42,797
42,515
42,272
42,272
42,430
42,476
42,722
42,252
42,339
42,339
42,776
42,281
42,545
42,545
42,545
42,799
42,553
42,554
42,16
42,341
42,465
42,343
42,800
42,396
42,294
42,391
42,391
42,801
42,30
42,31
42,612
42,262
42,616
42,39
42,39
42,699
42,699
42,699
42,239
42,240
42,626
42,627
42,700
42,400
42,314
42,638
42,406
42,264
43,236
43,656
43,1
43,719
43,237
43,520
43,522
43,279
43,279
43,431
43,805
43,4
43,531
43,443
43,448
43,328
43,320
43,253
43,806
43,562
43,342
43,653
43,20
43,785
43,571
43,791
43,347
43,599
43,599
43,609
43,350
43,352
43,353
43,494
43,724
43,621
43,438
43,766
43,498
43,400
43,264
43,640
43,268
43,243
44,504
44,807
44,809
44,812
44,55
44,677
44,775
44,337
44,814
44,64
44,817
44,818
44,819
44,820
44,66
44,822
44,178
44,824
44,826
44,68
44,827
44,69
44,828
44,828
44,829
44,830
44,832
44,253
44,835
44,836
44,839
44,538
44,840
44,841
44,842
44,79
44,10
44,843
44,844
44,82
44,845
44,847
44,283
44,84
44,849
44,850
44,851
44,852
44,853
44,855
44,856
44,857
44,858
44,861
44,862
44,863
44,461
44,864
44,864
44,865
44,866
44,867
44,16
44,868
44,869
44,870
44,872
44,873
44,874
44,875
44,876
44,877
44,880
44,881
44,191
44,883
44,884
44,886
44,107
44,887
44,888
44,888
44,889
44,891
44,892
44,893
44,894
44,895
44,896
44,897
44,898
44,900
44,902
44,904
44,905
44,119
44,213
44,906
44,908
44,399
44,219
44,911
44,912
44,913
44,914
44,915
44,308
44,135
44,136
44,916
44,916
44,225
44,917
44,918
44,919
44,921
44,923
44,924
44,149
44,925
44,243
45,333
45,334
45,246
45,772
45,395
45,248
45,719
45,521
45,787
45,529
45,532
45,536
45,252
45,252
45,320
45,283
45,256
45,456
45,284
45,433
45,483
45,483
45,484
45,557
45,286
45,288
45,653
45,785
45,570
45,408
45,571
45,489
45,290
45,292
45,781
45,297
45,31
45,611
45,351
45,612
45,392
45,303
45,39
45,305
45,497
45,307
45,354
45,628
45,406
45,324
45,265
45,782
45,269
45,645
45,325
45,646
45,364
46,425
46,333
46,654
46,412
46,374
46,441
46,248
46,719
46,773
46,518
46,276
46,521
46,279
46,928
46,76
46,538
46,254
46,455
46,482
46,456
46,929
46,284
46,433
46,930
46,860
46,286
46,933
46,465
46,466
46,288
46,934
46,568
46,436
46,791
46,490
46,102
46,292
46,25
46,294
46,295
46,585
46,595
46,28
46,935
46,937
46,297
46,723
46,32
46,786
46,939
46,613
46,262
46,303
46,304
46,620
46,497
46,437
46,727
46,307
46,354
46,627
46,630
46,310
46,312
46,637
46,265
46,941
46,413
46,269
46,325
47,519
47,519
47,601
47,301
47,496
47,626
47,628
47,942
47,637
47,316
48,1
48,513
48,246
48,428
48,537
48,286
48,408
48,489
48,698
48,493
48,351
48,621
48,628
48,640
48,643
48,268
48,269
49,473
49,666
49,513
49,412
49,273
49,374
49,944
49,248
49,719
49,773
49,375
49,237
49,476
49,677
49,479
49,802
49,377
49,329
49,540
49,283
49,482
49,544
49,11
49,284
49,485
49,945
49,286
49,730
49,287
49,465
49,934
49,24
49,948
49,574
49,488
49,780
49,800
49,330
49,698
49,490
49,415
49,467
49,294
49,398
49,598
49,31
49,437
49,306
49,307
49,307
49,355
49,628
49,629
49,312
49,324
49,501
50,654
50,411
50,1
50,514
50,412
50,516
50,517
50,248
50,729
50,375
50,276
50,237
50,430
50,523
50,318
50,774
50,337
50,431
50,783
50,5
50,448
50,762
50,329
50,238
50,254
50,658
50,465
50,570
50,804
50,573
50,421
50,576
50,436
50,671
50,347
50,258
50,259
50,586
50,586
50,348
50,321
50,300
50,350
50,352
50,352
50,616
50,392
50,38
50,39
50,620
50,306
50,306
50,307
50,322
50,355
50,263
50,626
50,498
50,310
50,324
50,782
50,663
51,655
51,412
51,395
51,524
51,677
51,337
51,651
51,657
51,533
51,448
51,759
51,283
51,16
51,570
51,573
51,241
52,949
52,949
52,253
52,547
52,11
52,549
52,484
52,590
52,594
52,953
52,953
